FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
400001222,FS-6711379,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,6.0,04,EKW4,WHITE ROCK,,,,,,2016,6/13/2016 0:00,165,1024.0,0.1,A,37.46555556,-113.4622222,USFS,UT,053,49053,Washington County
400001223,FS-6751952,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,15.0,6178,EKW5,MUD SPRINGS,,,,,,2016,8/9/2016 0:00,222,2126.0,0.1,A,38.51638889,-112.4258333,USFS,UT,041,49041,Sevier County
400001224,FS-6711288,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,4.0,6055,J9YW,DANISH,,,,,,2016,6/6/2016 0:00,158,1400.0,0.1,A,38.61694444,-111.5869444,USFS,UT,041,49041,Sevier County
400001225,FS-6711243,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,3.0,6050,J9L1,HAPPY VALLEY,,,,,,2016,5/29/2016 0:00,150,1645.0,0.1,A,38.17,-111.3313889,USFS,UT,055,49055,Wayne County
400001226,FS-6711453,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,2.0,6044,EKW5,NORTH LAST CHANCE,,,,,,2016,5/20/2016 0:00,141,1645.0,0.1,A,38.66083333,-111.4502778,USFS,UT,041,49041,Sevier County
400001227,FS-6714117,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,1.0,6030,J7XN,CAMP GROUND,,,,,,2016,4/2/2016 0:00,93,2000.0,0.1,A,39.34944444,-112.2747222,USFS,UT,027,49027,Millard County
400001228,FS-6745610,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,9.0,6140,EKW5,SPECTACLE,,,,,,2016,7/21/2016 0:00,203,2030.0,0.1,A,38.05138889,-111.5508333,USFS,UT,017,49017,Garfield County
400001229,FS-6745599,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,23.0,6216,EKW5,ROLLING ROCK,,,,,,2016,8/27/2016 0:00,240,745.0,0.1,A,38.17305556,-111.3530556,USFS,UT,055,49055,Wayne County
400001230,FS-6745588,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,17.0,6185,EKW5,WILD GOOSE,,,,,,2016,8/12/2016 0:00,225,1200.0,0.2,A,39.11666667,-112.1452778,USFS,UT,027,49027,Millard County
400001231,FS-6745579,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,16.0,6181,EKW5,WHISKEY CREEK,,,,,,2016,8/11/2016 0:00,224,1334.0,18.0,C,39.26222222,-112.2955556,USFS,UT,027,49027,Millard County
400001232,FS-6745555,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,8.0,6111,KD9U,COVE,2016_4325956_COVE,,,,,2016,7/5/2016 0:00,187,1520.0,974.0,E,38.87305556,-111.3922222,USFS,UT,041,49041,Sevier County
400001233,FS-6751912,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,13.0,6171,EKW5,SOUTH MOUNTAIN,,,,,,2016,8/7/2016 0:00,220,1044.0,0.25,A,38.75666667,-112.5052778,USFS,UT,027,49027,Millard County
400001234,FS-6751900,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,22.0,6206,EKW5,TURNER TIMBER,,,,,,2016,8/17/2016 0:00,230,2028.0,0.1,A,38.95222222,-112.1588889,USFS,UT,027,49027,Millard County
400001235,FS-6751942,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,21.0,,EKW5,EAST RIDGE,,,,,,2016,8/17/2016 0:00,230,1326.0,0.1,A,38.27416667,-112.5625,USFS,UT,001,49001,Beaver County
400001236,FS-6751922,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,12.0,6170,EKW5,WIDEMOUTH,,,,,,2016,8/5/2016 0:00,218,1557.0,0.1,A,38.72694444,-112.5266667,USFS,UT,027,49027,Millard County
400001237,FS-6751928,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,11.0,6162,EKW5,NORTH SOUTH CREEK,,,,,,2016,7/31/2016 0:00,213,2051.0,0.1,A,38.67333333,-112.2272222,USFS,UT,041,49041,Sevier County
400001238,FS-6751949,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,26.0,6237,KP1J,PURPLE PEAK,,,,,,2016,9/7/2016 0:00,251,1217.0,0.1,A,38.4075,-112.38,USFS,UT,031,49031,Piute County
400001239,FS-6754687,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,29.0,6271,KR4G,BEAR CANYON,,,,,,2016,10/9/2016 0:00,283,1522.0,0.5,B,38.60777778,-112.5102778,USFS,UT,027,49027,Millard County
400001240,FS-6748244,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,33.0,6335,EKW6,OLD FOLKS,,,,,,2016,9/3/2016 0:00,247,1733.0,0.1,A,39.53972222,-111.16,USFS,UT,015,49015,Emery County
400001241,FS-6745797,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,2.0,6043,EKW6,FERRON CREEK,,,,,,2016,5/25/2016 0:00,146,920.0,0.1,A,39.13083333,-111.25,USFS,UT,015,49015,Emery County
400001242,FS-6748984,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,36.0,6361,EKW6,MILLER,,,,,,2016,9/13/2016 0:00,257,1929.0,0.1,A,39.41638889,-111.2483333,USFS,UT,015,49015,Emery County
400001243,FS-6749022,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,32.0,6234,EKW6,MINNIE SPRINGS,,,,,,2016,9/2/2016 0:00,246,1355.0,0.1,A,39.58083333,-111.7202778,USFS,UT,023,49023,Juab County
400001244,FS-6749009,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,38.0,6365,EKW6,FERRON MOUNTAIN,,,,,,2016,9/14/2016 0:00,258,639.0,0.5,B,39.01722222,-111.2666667,USFS,UT,015,49015,Emery County
400001245,FS-6748997,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,40.0,6369,EKW6,BACON,,,,,,2016,9/16/2016 0:00,260,1124.0,0.1,A,39.46777778,-111.2927778,USFS,UT,039,49039,Sanpete County
400001246,FS-6749127,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,37.0,6254,EKW6,LOG,,,,,,2016,9/13/2016 0:00,257,2003.0,0.1,A,39.62,-111.7375,USFS,UT,023,49023,Juab County
400001247,FS-6749144,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,17.0,6205,EKW6,WILLOW,,,,,,2016,7/21/2016 0:00,203,2100.0,0.1,A,39.31611111,-111.5197222,USFS,UT,039,49039,Sanpete County
400001248,FS-6749161,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,31.0,6312,EKW6,HUNTINGTON CANYON,,,,,,2016,8/22/2016 0:00,235,1502.0,2.78,B,39.44861111,-111.1647222,USFS,UT,015,49015,Emery County
400001249,FS-6749154,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,26.0,6267,EKW6,BIDDLECOME RIDGE,,,,,,2016,8/4/2016 0:00,217,1729.0,0.1,A,39.16138889,-111.2561111,USFS,UT,015,49015,Emery County
400001250,FS-6755249,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,19.0,6211,KJA7,PORCUPINE,2016_4422220_PORCUPINE,,UT3905011157820160723,PORCUPINE,,2016,7/23/2016 0:00,205,1008.0,2050.0,F,39.04972222,-111.5783333,USFS,UT,039,49039,Sanpete County
400001251,FS-6755295,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,34.0,6344,KP4M,FLY CANYON,2016_4373770_FLY CANYON,,UT3941811130620160908,FLY CANYON,,2016,9/8/2016 0:00,252,903.0,2866.0,F,39.41777778,-111.3058333,USFS,UT,039,49039,Sanpete County
400001252,FS-6756293,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,41.0,6394,KSQ4,FISH,,,,,,2016,10/23/2016 0:00,297,1227.0,22.0,C,39.79111111,-111.2433333,USFS,UT,007,49007,Carbon County
400001253,FS-6745895,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,11.0,6181,KTS5,LITTLE BEAR,,,,,,2016,7/14/2016 0:00,196,1102.0,0.1,A,39.4425,-111.1355556,USFS,UT,015,49015,Emery County
400001254,FS-6745865,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,9.0,6172,KF4E,POTTERS,,,,,,2016,7/15/2016 0:00,197,1745.0,0.1,A,39.45611111,-111.2722222,USFS,UT,015,49015,Emery County
400001255,FS-6728964,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,1.0,6037,EKW6,ELK MOUNTAIN,,,,,,2016,5/17/2016 0:00,138,1511.0,0.1,A,37.66194444,-109.6941667,USFS,UT,037,49037,San Juan County
400001256,FS-6728966,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,3.0,,KG2F,WOODENSHOE,,,,,,2016,6/3/2016 0:00,155,933.0,1.5,B,37.74111111,-109.9430556,USFS,UT,037,49037,San Juan County
400001257,FS-6747269,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,14.0,6198,EKW6,DEVIL'S RIDGE,,,,,,2016,7/20/2016 0:00,202,1616.0,0.1,A,37.76583333,-109.4461111,USFS,UT,037,49037,San Juan County
400001258,FS-6736502,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,15.0,6199,EKW6,RECAPTURE CREEK,,,,,,2016,7/20/2016 0:00,202,1800.0,0.25,A,37.76111111,-109.4872222,USFS,UT,037,49037,San Juan County
400001259,FS-6747252,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,25.0,6262,EKW6,NORTH NOTCH,,,,,,2016,8/2/2016 0:00,215,2339.0,0.1,A,37.77027778,-109.7722222,USFS,UT,037,49037,San Juan County
400001260,FS-6747240,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,18.0,6207,KG9T,BABYLON PASTURE,,,,,,2016,7/22/2016 0:00,204,1252.0,0.1,A,37.72416667,-109.8127778,USFS,UT,037,49037,San Juan County
400001261,FS-6747217,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,20.0,6215,EKW6,HORSE MOUNTAIN,,,,,,2016,7/23/2016 0:00,205,1640.0,0.75,B,37.89638889,-109.7908333,USFS,UT,037,49037,San Juan County
400001262,FS-6758905,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,35.0,6348,KP47,MASON DRAW,,,,,,2016,9/10/2016 0:00,254,1335.0,0.1,A,38.55916667,-109.3119444,USFS,UT,019,49019,Grand County
400001263,FS-6758903,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,39.0,6367,EKW6,2 MILE,,,,,,2016,9/14/2016 0:00,258,1200.0,0.1,A,38.35222222,-109.115,USFS,UT,037,49037,San Juan County
400001264,FS-6745598,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,23.0,6226,EKW6,BLUE CREEK,,,,,,2016,7/24/2016 0:00,206,1815.0,0.1,A,37.89166667,-109.6041667,USFS,UT,037,49037,San Juan County
400001265,FS-6747174,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,22.0,6225,EKW6,KIGALIA,,,,,,2016,7/24/2016 0:00,206,1631.0,0.7,B,37.70888889,-109.8152778,USFS,UT,037,49037,San Juan County
400001266,FS-6747243,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,24.0,6250,EKW6,CHIPPEAN,,,,,,2016,7/30/2016 0:00,212,1751.0,0.1,A,37.85527778,-109.6697222,USFS,UT,037,49037,San Juan County
400001267,FS-6747232,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,21.0,6221,EKW6,CARROL CANYON,,,,,,2016,7/23/2016 0:00,205,1914.0,0.1,A,37.73583333,-109.4991667,USFS,UT,037,49037,San Juan County
400001268,FS-6737700,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,4.0,6098,EKW6,FLATTOP,,,,,,2016,6/22/2016 0:00,174,1730.0,1.7,B,37.86888889,-109.6138889,USFS,UT,037,49037,San Juan County
400001269,FS-6737735,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,12.0,6189,KG2F,DRY MESA,,,,,,2016,7/19/2016 0:00,201,1542.0,0.1,A,37.76527778,-109.9011111,USFS,UT,037,49037,San Juan County
400001270,FS-6737746,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,13.0,6197,KGZ1,ABAJO LOOP,,,,,,2016,7/19/2016 0:00,201,2200.0,0.1,A,37.77944444,-109.5408333,USFS,UT,037,49037,San Juan County
400001404,FS-6714886,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,12.0,UT-UWF-226,KB4F,OLYMPUS,,,,,,2016,6/23/2016 0:00,175,840.0,0.1,A,40.65222222,-111.7819444,USFS,UT,035,49035,Salt Lake County
400001405,FS-6711982,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,4.0,000152,J904,MILL CITY,,,,,,2016,6/7/2016 0:00,159,1400.0,0.1,A,40.85277778,-110.8669444,USFS,UT,043,49043,Summit County
400001406,FS-6730825,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,61.0,497,EL6S,GHOST TREE,,,,,,2016,7/24/2016 0:00,206,1730.0,1.5,B,40.91666667,-110.5197222,USFS,UT,043,49043,Summit County
400001407,FS-6728840,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,41.0,UT-UWF-432,KF6N,BEAVER LAKE,,,,,,2016,7/16/2016 0:00,198,1645.0,0.1,A,40.83,-110.9380556,USFS,UT,043,49043,Summit County
400001408,FS-6728839,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,40.0,UT-UWF-396,KFN1,MILL CITY CREEK,,,,,,2016,7/13/2016 0:00,195,1200.0,0.1,A,40.84333333,-110.8663889,USFS,UT,043,49043,Summit County
400001409,FS-6730813,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,58.0,500,KH14,WHITE PINE TRAIL,,,,,,2016,7/24/2016 0:00,206,2135.0,0.1,A,40.56805556,-111.6866667,USFS,UT,035,49035,Salt Lake County
400001410,FS-6714877,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,2.0,UT-UWF-098,J812,HAIRPIN,,,,,,2016,5/11/2016 0:00,132,1200.0,0.1,A,40.90055556,-111.8383333,USFS,UT,035,49035,Salt Lake County
400001411,FS-6728843,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,45.0,UT-UWF-403,KFW0,JEFFERSON,,,,,,2016,7/14/2016 0:00,196,1050.0,0.1,A,41.25305556,-111.7683333,USFS,UT,057,49057,Weber County
400001412,FS-6742610,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,103.0,012,KNN4,PROVIDENCE,,,,,,2016,8/25/2016 0:00,238,1743.0,0.1,A,41.69805556,-111.7008333,USFS,UT,005,49005,Cache County
400001413,FS-6736978,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,66.0,066,KK01,ROCK BOWL,,,,,,2016,8/2/2016 0:00,215,1000.0,0.25,A,41.89472222,-111.6480556,USFS,UT,005,49005,Cache County
400001414,FS-6730937,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,64.0,522,EL6S,SWAMP,,,,,,2016,7/27/2016 0:00,209,1000.0,0.1,A,40.93777778,-110.3202778,USFS,UT,043,49043,Summit County
